Order ID,Order Date,Year,Month,Region,Segment,Category,Sub-Category,Ship Mode,Sales,Quantity,Discount,Profit,Profit Margin,Profitability
CA-2016-118255,2016-03-11,2016,3,Central,Corporate,Technology,Accessories,First Class,45.98,2,0.0,19.7714,0.43000000000000005,Profit
CA-2016-118255,2016-03-11,2016,3,Central,Corporate,Office Supplies,Binders,First Class,17.46,2,0.0,8.2062,0.47000000000000003,Profit
CA-2014-146703,2014-10-20,2014,10,Central,Consumer,Office Supplies,Storage,Second Class,211.96,4,0.0,8.4784,0.04,Profit
CA-2016-169194,2016-06-20,2016,6,East,Consumer,Technology,Accessories,Standard Class,45.0,3,0.0,4.95,0.11,Profit
CA-2016-169194,2016-06-20,2016,6,East,Consumer,Technology,Phones,Standard Class,21.8,2,0.0,6.104,0.27999999999999997,Profit
CA-2015-115742,2015-04-18,2015,4,Central,Consumer,Office Supplies,Binders,Standard Class,38.22,6,0.0,17.9634,0.47000000000000003,Profit
CA-2015-115742,2015-04-18,2015,4,Central,Consumer,Office Supplies,Labels,Standard Class,75.18,6,0.0,35.3346,0.47,Profit
CA-2015-115742,2015-04-18,2015,4,Central,Consumer,Furniture,Furnishings,Standard Class,6.16,2,0.0,2.9568,0.48,Profit
CA-2015-115742,2015-04-18,2015,4,Central,Consumer,Furniture,Chairs,Standard Class,89.99,1,0.0,17.0981,0.19,Profit
CA-2016-105816,2016-12-11,2016,12,East,Corporate,Office Supplies,Fasteners,Standard Class,15.26,7,0.0,6.2566,0.41,Profit
CA-2016-105816,2016-12-11,2016,12,East,Corporate,Technology,Phones,Standard Class,1029.95,5,0.0,298.6855,0.29,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Office Supplies,Storage,First Class,208.56,6,0.0,52.14,0.25,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Office Supplies,Paper,First Class,32.4,5,0.0,15.552,0.48,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Furniture,Chairs,First Class,319.41,5,0.1,7.098,0.02222222222222222,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Office Supplies,Paper,First Class,14.56,2,0.0,6.9888,0.48,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Technology,Accessories,First Class,30.0,2,0.0,3.3,0.11,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Office Supplies,Binders,First Class,48.48,4,0.2,16.362,0.33749999999999997,Profit
CA-2016-111682,2016-06-17,2016,6,East,Consumer,Office Supplies,Art,First Class,1.68,1,0.0,0.84,0.5,Profit
CA-2015-135545,2015-11-24,2015,11,West,Consumer,Technology,Accessories,Standard Class,13.98,2,0.0,6.1512,0.44,Profit
CA-2015-135545,2015-11-24,2015,11,West,Consumer,Office Supplies,Binders,Standard Class,25.824,6,0.2,9.3612,0.3625,Profit
CA-2015-135545,2015-11-24,2015,11,West,Consumer,Office Supplies,Paper,Standard Class,146.73,3,0.0,68.9631,0.47000000000000003,Profit
CA-2015-135545,2015-11-24,2015,11,West,Consumer,Furniture,Furnishings,Standard Class,79.76,4,0.0,22.3328,0.27999999999999997,Profit
US-2015-164175,2015-04-30,2015,4,Central,Home Office,Furniture,Chairs,Standard Class,213.115,5,0.3,-15.2225,-0.07142857142857142,Loss
CA-2014-106376,2014-12-05,2014,12,West,Corporate,Office Supplies,Art,Standard Class,1113.024,8,0.2,111.3024,0.10000000000000002,Profit
CA-2014-106376,2014-12-05,2014,12,West,Corporate,Technology,Phones,Standard Class,167.968,4,0.2,62.988,0.375,Profit
CA-2016-119823,2016-06-04,2016,6,South,Consumer,Office Supplies,Paper,First Class,75.88,2,0.0,35.6636,0.4700000000000001,Profit
CA-2016-106075,2016-09-18,2016,9,East,Consumer,Office Supplies,Binders,Standard Class,4.616,1,0.2,1.731,0.37500000000000006,Profit
CA-2017-114440,2017-09-14,2017,9,Central,Consumer,Office Supplies,Paper,Second Class,19.05,3,0.0,8.763,0.45999999999999996,Profit
US-2015-134026,2015-04-26,2015,4,South,Consumer,Furniture,Chairs,Standard Class,831.936,8,0.2,-114.3912,-0.13749999999999998,Loss
US-2015-134026,2015-04-26,2015,4,South,Consumer,Furniture,Furnishings,Standard Class,97.04,2,0.2,1.213,0.0125,Profit
US-2015-134026,2015-04-26,2015,4,South,Consumer,Office Supplies,Storage,Standard Class,72.784,1,0.2,-18.196,-0.25,Loss
US-2017-118038,2017-12-09,2017,12,Central,Corporate,Office Supplies,Binders,First Class,1.248,3,0.8,-1.9344,-1.5499999999999998,Loss
US-2017-118038,2017-12-09,2017,12,Central,Corporate,Furniture,Furnishings,First Class,9.708,3,0.6,-5.8248,-0.6,Loss
US-2017-118038,2017-12-09,2017,12,Central,Corporate,Office Supplies,Storage,First Class,27.24,3,0.2,2.724,0.10000000000000002,Profit
US-2014-147606,2014-11-26,2014,11,Central,Consumer,Furniture,Furnishings,Second Class,19.3,5,0.6,-14.475,-0.75,Loss
CA-2016-127208,2016-06-12,2016,6,South,Corporate,Office Supplies,Appliances,First Class,208.16,1,0.0,56.2032,0.27,Profit
CA-2016-127208,2016-06-12,2016,6,South,Corporate,Office Supplies,Binders,First Class,16.74,3,0.0,8.0352,0.48000000000000004,Profit
CA-2014-139451,2014-10-12,2014,10,West,Consumer,Office Supplies,Art,Standard Class,14.9,5,0.0,4.172,0.27999999999999997,Profit
CA-2014-139451,2014-10-12,2014,10,West,Consumer,Office Supplies,Storage,Standard Class,21.39,1,0.0,6.2031,0.29,Profit
CA-2015-149734,2015-09-03,2015,9,South,Corporate,Office Supplies,Envelopes,Standard Class,200.984,7,0.2,62.8075,0.3125,Profit
US-2017-119662,2017-11-13,2017,11,Central,Home Office,Office Supplies,Storage,First Class,230.376,3,0.2,-48.9549,-0.2125,Loss
CA-2017-140088,2017-05-28,2017,5,South,Consumer,Furniture,Chairs,Second Class,301.96,2,0.0,33.2156,0.11000000000000001,Profit
CA-2017-155558,2017-10-26,2017,10,Central,Consumer,Technology,Accessories,Standard Class,19.99,1,0.0,6.7966,0.34,Profit
CA-2017-155558,2017-10-26,2017,10,Central,Consumer,Office Supplies,Labels,Standard Class,6.16,2,0.0,2.9568,0.48,Profit
CA-2016-159695,2016-04-05,2016,4,Central,Home Office,Office Supplies,Storage,Second Class,158.368,7,0.2,13.8572,0.08750000000000001,Profit
CA-2016-109806,2016-09-17,2016,9,West,Corporate,Office Supplies,Art,Standard Class,20.1,3,0.0,6.633,0.32999999999999996,Profit
CA-2016-109806,2016-09-17,2016,9,West,Corporate,Technology,Phones,Standard Class,73.584,2,0.2,8.2782,0.11249999999999999,Profit
CA-2016-109806,2016-09-17,2016,9,West,Corporate,Office Supplies,Paper,Standard Class,6.48,1,0.0,3.1104,0.4799999999999999,Profit
CA-2015-149587,2015-01-31,2015,1,Central,Consumer,Office Supplies,Paper,Second Class,12.96,2,0.0,6.2208,0.4799999999999999,Profit
CA-2015-149587,2015-01-31,2015,1,Central,Consumer,Furniture,Furnishings,Second Class,53.34,3,0.0,16.5354,0.30999999999999994,Profit
CA-2015-149587,2015-01-31,2015,1,Central,Consumer,Office Supplies,Binders,Second Class,32.96,2,0.0,16.1504,0.49000000000000005,Profit
US-2017-109484,2017-11-06,2017,11,West,Home Office,Office Supplies,Binders,Standard Class,5.682,1,0.7,-3.788,-0.6666666666666666,Loss
CA-2017-161018,2017-11-09,2017,11,East,Home Office,Furniture,Furnishings,Second Class,96.53,7,0.0,40.5426,0.42,Profit
CA-2017-157833,2017-06-17,2017,6,West,Consumer,Office Supplies,Binders,First Class,51.312,3,0.2,17.9592,0.35,Profit
CA-2016-149223,2016-09-06,2016,9,Central,Corporate,Office Supplies,Appliances,Standard Class,77.88,6,0.0,22.5852,0.29000000000000004,Profit
CA-2016-158568,2016-08-29,2016,8,Central,Home Office,Office Supplies,Paper,Standard Class,64.624,7,0.2,22.6184,0.35000000000000003,Profit
CA-2016-158568,2016-08-29,2016,8,Central,Home Office,Technology,Accessories,Standard Class,95.976,3,0.2,-10.7973,-0.1125,Loss
CA-2016-158568,2016-08-29,2016,8,Central,Home Office,Office Supplies,Binders,Standard Class,1.788,3,0.8,-3.0396,-1.7,Loss
CA-2016-129903,2016-12-01,2016,12,Central,Consumer,Office Supplies,Paper,Second Class,23.92,4,0.0,11.7208,0.49,Profit
US-2015-156867,2015-11-13,2015,11,West,Consumer,Technology,Accessories,Standard Class,238.896,6,0.2,-26.8758,-0.11250000000000002,Loss
US-2015-156867,2015-11-13,2015,11,West,Consumer,Furniture,Furnishings,Standard Class,102.36,3,0.2,-3.8385,-0.0375,Loss
US-2015-156867,2015-11-13,2015,11,West,Consumer,Office Supplies,Binders,Standard Class,36.882,3,0.7,-25.8174,-0.7000000000000001,Loss
CA-2017-119004,2017-11-23,2017,11,South,Consumer,Technology,Accessories,Standard Class,74.112,8,0.2,17.6016,0.23750000000000004,Profit
CA-2017-119004,2017-11-23,2017,11,South,Consumer,Technology,Phones,Standard Class,27.992,1,0.2,2.0994,0.075,Profit
CA-2017-119004,2017-11-23,2017,11,South,Consumer,Office Supplies,Art,Standard Class,3.304,1,0.2,1.0738,0.32500000000000007,Profit
CA-2015-129476,2015-10-15,2015,10,Central,Home Office,Technology,Accessories,Standard Class,339.96,5,0.2,67.992,0.20000000000000004,Profit
CA-2017-146780,2017-12-25,2017,12,East,Corporate,Furniture,Furnishings,Standard Class,41.96,2,0.0,10.9096,0.25999999999999995,Profit
CA-2016-128867,2016-11-03,2016,11,Central,Consumer,Office Supplies,Art,Standard Class,75.96,2,0.0,22.788,0.30000000000000004,Profit
CA-2016-128867,2016-11-03,2016,11,Central,Consumer,Office Supplies,Binders,Standard Class,27.24,6,0.0,13.3476,0.49000000000000005,Profit
CA-2014-115259,2014-08-25,2014,8,East,Consumer,Office Supplies,Fasteners,Second Class,40.096,14,0.2,14.5348,0.36250000000000004,Profit
CA-2014-115259,2014-08-25,2014,8,East,Consumer,Office Supplies,Envelopes,Second Class,4.72,2,0.2,1.652,0.35,Profit
CA-2014-115259,2014-08-25,2014,8,East,Consumer,Office Supplies,Paper,Second Class,23.976,3,0.2,7.4925,0.3125,Profit
CA-2014-115259,2014-08-25,2014,8,East,Consumer,Office Supplies,Envelopes,Second Class,130.464,6,0.2,44.0316,0.33749999999999997,Profit
CA-2015-110457,2015-03-02,2015,3,West,Consumer,Furniture,Tables,Standard Class,787.53,3,0.0,165.3813,0.21000000000000002,Profit
US-2015-136476,2015-04-05,2015,4,South,Corporate,Office Supplies,Binders,Standard Class,157.794,1,0.7,-115.7156,-0.7333333333333333,Loss
CA-2016-103730,2016-06-12,2016,6,East,Consumer,Furniture,Furnishings,First Class,47.04,3,0.0,18.3456,0.39,Profit
CA-2016-103730,2016-06-12,2016,6,East,Consumer,Office Supplies,Binders,First Class,30.84,4,0.0,13.878,0.45,Profit
CA-2016-103730,2016-06-12,2016,6,East,Consumer,Office Supplies,Storage,First Class,226.56,6,0.0,63.4368,0.27999999999999997,Profit
CA-2016-103730,2016-06-12,2016,6,East,Consumer,Office Supplies,Envelopes,First Class,115.02,9,0.0,51.759,0.45,Profit
CA-2016-103730,2016-06-12,2016,6,East,Consumer,Technology,Phones,First Class,68.04,7,0.0,19.7316,0.29,Profit
US-2014-152030,2014-12-26,2014,12,Central,Home Office,Furniture,Chairs,Second Class,600.558,3,0.3,-8.5794,-0.014285714285714285,Loss
US-2014-134614,2014-09-20,2014,9,Central,Consumer,Furniture,Tables,Standard Class,617.7,6,0.5,-407.682,-0.66,Loss
US-2017-107272,2017-11-05,2017,11,West,Consumer,Office Supplies,Binders,Standard Class,2.388,2,0.7,-1.8308,-0.7666666666666667,Loss
US-2017-107272,2017-11-05,2017,11,West,Consumer,Office Supplies,Storage,Standard Class,243.992,7,0.2,30.499,0.125,Profit
US-2016-125969,2016-11-06,2016,11,West,Home Office,Furniture,Chairs,Second Class,81.424,2,0.2,-9.1602,-0.11249999999999999,Loss
US-2016-125969,2016-11-06,2016,11,West,Home Office,Furniture,Furnishings,Second Class,238.56,3,0.0,26.2416,0.10999999999999999,Profit
US-2017-164147,2017-02-02,2017,2,East,Corporate,Technology,Phones,First Class,59.97,5,0.4,-11.994,-0.2,Loss
US-2017-164147,2017-02-02,2017,2,East,Corporate,Office Supplies,Paper,First Class,78.304,2,0.2,29.364,0.375,Profit
US-2017-164147,2017-02-02,2017,2,East,Corporate,Office Supplies,Fasteners,First Class,21.456,9,0.2,6.9732,0.325,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Paper,Standard Class,20.04,3,0.0,9.6192,0.48,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Paper,Standard Class,35.44,1,0.0,16.6568,0.47000000000000003,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Art,Standard Class,11.52,4,0.0,3.456,0.3,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Fasteners,Standard Class,4.02,2,0.0,1.9698,0.49000000000000005,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Binders,Standard Class,76.176,3,0.2,26.6616,0.35,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Office Supplies,Supplies,Standard Class,65.88,6,0.0,18.4464,0.28,Profit
CA-2016-145583,2016-10-13,2016,10,West,Consumer,Furniture,Furnishings,Standard Class,43.12,14,0.0,20.6976,0.48000000000000004,Profit
CA-2016-110366,2016-09-05,2016,9,East,Corporate,Furniture,Furnishings,Second Class,82.8,2,0.2,10.35,0.125,Profit
CA-2017-106180,2017-09-18,2017,9,West,Corporate,Office Supplies,Art,Standard Class,8.82,3,0.0,2.3814,0.27,Profit
CA-2017-106180,2017-09-18,2017,9,West,Corporate,Office Supplies,Envelopes,Standard Class,10.86,3,0.0,5.1042,0.47,Profit
CA-2017-106180,2017-09-18,2017,9,West,Corporate,Office Supplies,Paper,Standard Class,143.7,3,0.0,68.976,0.48000000000000004,Profit
CA-2017-155376,2017-12-22,2017,12,Central,Consumer,Office Supplies,Appliances,Standard Class,839.43,3,0.0,218.2518,0.26,Profit
CA-2015-110744,2015-09-07,2015,9,West,Consumer,Office Supplies,Storage,Standard Class,671.93,7,0.0,20.1579,0.030000000000000006,Profit
CA-2014-110072,2014-10-22,2014,10,East,Home Office,Furniture,Furnishings,Standard Class,93.888,4,0.2,12.9096,0.13749999999999998,Profit
CA-2016-114489,2016-12-05,2016,12,Central,Corporate,Technology,Phones,Standard Class,384.45,11,0.0,103.8015,0.27,Profit
CA-2016-114489,2016-12-05,2016,12,Central,Corporate,Technology,Phones,Standard Class,149.97,3,0.0,5.9988,0.04,Profit
CA-2016-114489,2016-12-05,2016,12,Central,Corporate,Furniture,Chairs,Standard Class,1951.84,8,0.0,585.552,0.30000000000000004,Profit
CA-2016-114489,2016-12-05,2016,12,Central,Corporate,Office Supplies,Binders,Standard Class,171.55,5,0.0,80.6285,0.47,Profit
CA-2016-158834,2016-03-13,2016,3,West,Home Office,Office Supplies,Appliances,First Class,157.92,5,0.2,17.766,0.1125,Profit
CA-2016-158834,2016-03-13,2016,3,West,Home Office,Technology,Phones,First Class,203.184,2,0.2,15.2388,0.075,Profit
CA-2015-124919,2015-05-31,2015,5,West,Corporate,Office Supplies,Paper,First Class,58.38,7,0.0,26.271,0.45,Profit
CA-2015-124919,2015-05-31,2015,5,West,Corporate,Office Supplies,Paper,First Class,105.52,4,0.0,48.5392,0.46,Profit
CA-2015-124919,2015-05-31,2015,5,West,Corporate,Office Supplies,Storage,First Class,80.88,6,0.0,21.0288,0.26,Profit
CA-2015-118948,2015-05-28,2015,5,West,Home Office,Office Supplies,Art,Standard Class,6.63,3,0.0,1.7901,0.27,Profit
CA-2014-104269,2014-03-01,2014,3,West,Consumer,Furniture,Chairs,Second Class,457.568,2,0.2,51.4764,0.1125,Profit
CA-2016-114104,2016-11-20,2016,11,Central,Consumer,Office Supplies,Labels,Standard Class,14.62,2,0.0,6.8714,0.47000000000000003,Profit
CA-2016-114104,2016-11-20,2016,11,Central,Consumer,Technology,Phones,Standard Class,944.93,7,0.0,236.2325,0.25,Profit
CA-2016-162733,2016-05-11,2016,5,West,Consumer,Office Supplies,Paper,First Class,5.98,1,0.0,2.691,0.44999999999999996,Profit
CA-2015-119697,2015-12-28,2015,12,East,Consumer,Technology,Accessories,Second Class,54.384,2,0.2,1.3596,0.024999999999999998,Profit
CA-2016-154508,2016-11-16,2016,11,West,Consumer,Office Supplies,Envelopes,Standard Class,28.4,5,0.0,13.348,0.47000000000000003,Profit
CA-2016-113817,2016-11-07,2016,11,West,Consumer,Office Supplies,Binders,Standard Class,27.68,2,0.2,9.688,0.35000000000000003,Profit
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Office Supplies,Art,Standard Class,9.936,3,0.2,2.7324,0.275,Profit
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Technology,Machines,Standard Class,8159.952,8,0.4,-1359.992,-0.16666666666666666,Loss
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Office Supplies,Storage,Standard Class,275.928,3,0.2,-58.6347,-0.21250000000000002,Loss
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Furniture,Chairs,Standard Class,1740.06,9,0.3,-24.858,-0.014285714285714287,Loss
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Office Supplies,Art,Standard Class,32.064,6,0.2,6.8136,0.2125,Profit
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Office Supplies,Appliances,Standard Class,177.98,5,0.8,-453.849,-2.5500000000000003,Loss
CA-2014-139892,2014-09-08,2014,9,Central,Consumer,Technology,Phones,Standard Class,143.976,3,0.2,8.9985,0.0625,Profit
CA-2014-118962,2014-08-05,2014,8,West,Consumer,Office Supplies,Paper,Standard Class,20.94,3,0.0,9.8418,0.4699999999999999,Profit
CA-2014-118962,2014-08-05,2014,8,West,Consumer,Office Supplies,Paper,Standard Class,110.96,2,0.0,53.2608,0.48000000000000004,Profit
CA-2014-118962,2014-08-05,2014,8,West,Consumer,Furniture,Chairs,Standard Class,340.144,7,0.2,21.259,0.0625,Profit
US-2014-100853,2014-09-14,2014,9,Central,Corporate,Office Supplies,Appliances,Standard Class,52.448,2,0.8,-131.12,-2.5,Loss
US-2014-100853,2014-09-14,2014,9,Central,Corporate,Office Supplies,Labels,Standard Class,20.16,4,0.2,6.552,0.32499999999999996,Profit
US-2017-152366,2017-04-21,2017,4,Central,Consumer,Office Supplies,Appliances,Second Class,97.264,4,0.8,-243.16,-2.5,Loss
US-2015-101511,2015-11-21,2015,11,East,Consumer,Furniture,Chairs,Second Class,396.802,7,0.3,-11.3372,-0.028571428571428567,Loss
US-2015-101511,2015-11-21,2015,11,East,Consumer,Office Supplies,Supplies,Second Class,15.88,5,0.2,-3.7715,-0.2375,Loss
CA-2015-137225,2015-12-15,2015,12,East,Home Office,Office Supplies,Art,Standard Class,3.28,1,0.0,1.4104,0.43000000000000005,Profit
CA-2014-166191,2014-12-05,2014,12,Central,Corporate,Office Supplies,Storage,Second Class,24.816,2,0.2,1.8612,0.075,Profit
CA-2014-166191,2014-12-05,2014,12,Central,Corporate,Technology,Accessories,Second Class,408.744,7,0.2,76.6395,0.18749999999999997,Profit
CA-2014-158274,2014-11-19,2014,11,South,Home Office,Technology,Phones,Second Class,503.96,4,0.0,131.0296,0.26,Profit
CA-2014-158274,2014-11-19,2014,11,South,Home Office,Technology,Phones,Second Class,149.95,5,0.0,41.986,0.28,Profit
CA-2014-158274,2014-11-19,2014,11,South,Home Office,Technology,Accessories,Second Class,29.0,2,0.0,7.25,0.25,Profit
CA-2016-105018,2016-11-28,2016,11,East,Consumer,Office Supplies,Binders,Standard Class,7.16,2,0.0,3.4368,0.48,Profit
CA-2014-123260,2014-08-26,2014,8,West,Home Office,Technology,Accessories,Standard Class,176.8,8,0.0,22.984,0.13,Profit
CA-2016-157000,2016-07-16,2016,7,Central,Corporate,Office Supplies,Storage,Standard Class,37.224,3,0.2,3.7224,0.1,Profit
CA-2016-157000,2016-07-16,2016,7,Central,Corporate,Office Supplies,Paper,Standard Class,20.016,3,0.2,6.255,0.3125,Profit
CA-2015-102281,2015-10-12,2015,10,East,Home Office,Furniture,Bookcases,First Class,899.136,4,0.2,112.392,0.125,Profit
CA-2015-102281,2015-10-12,2015,10,East,Home Office,Technology,Phones,First Class,71.76,6,0.0,20.0928,0.27999999999999997,Profit
CA-2015-102281,2015-10-12,2015,10,East,Home Office,Office Supplies,Paper,First Class,51.84,8,0.0,24.8832,0.4799999999999999,Profit
CA-2015-102281,2015-10-12,2015,10,East,Home Office,Furniture,Bookcases,First Class,626.352,3,0.2,46.9764,0.075,Profit
CA-2015-102281,2015-10-12,2015,10,East,Home Office,Office Supplies,Art,First Class,19.9,5,0.0,6.567,0.33,Profit
CA-2015-131457,2015-10-31,2015,10,West,Corporate,Office Supplies,Envelopes,Standard Class,14.28,7,0.0,6.7116,0.47000000000000003,Profit
CA-2014-140004,2014-03-21,2014,3,East,Consumer,Office Supplies,Art,Standard Class,7.408,2,0.2,1.2038,0.16249999999999998,Profit
CA-2014-140004,2014-03-21,2014,3,East,Consumer,Office Supplies,Art,Standard Class,6.048,3,0.2,1.5876,0.26249999999999996,Profit
CA-2017-107720,2017-11-06,2017,11,East,Home Office,Office Supplies,Storage,Standard Class,46.26,3,0.0,12.0276,0.26,Profit
US-2017-124303,2017-07-06,2017,7,East,Corporate,Office Supplies,Binders,Standard Class,2.946,2,0.7,-2.2586,-0.7666666666666666,Loss
